Idaho Panhandle National Forests,Beaver Creek A-Frame,Spyglass Ground House,Reynolds Creek Group Camp (ID),LUBY BAY,REEDER BAY,SAM OWEN,BEAVER CREEK (IDAHO),DEVILS ELBOW,KIT PRICE,SNYDER GUARD STATION (ID),BARTOO ISLAND BOAT-IN CAMPGROUND,KALISPELL ISLAND BOAT-IN CAMPGROUND,BEAUTY CREEK CAMPGROUND,MOKINS BAY CAMPGROUND,AVERY CREEK CABIN,BUMBLEBEE CAMPGROUND,OSPREY,BELL BAY CAMPGROUND,BIG HANK,SHORTY PEAK LOOKOUT,SURVEYORS LOOKOUT,DEER RIDGE LOOKOUT,LUNCH PEAK LOOKOUT,LITTLE GUARD LOOKOUT,SHOSHONE PARK KITCHEN,MAGEE RANGERS CABIN,ARID PEAK LOOKOUT,OUTLET AT PRIEST LAKE,BERLIN FLATS,RED IVES CABIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Creek Recreation Area,INDIAN CREEK CAMPGROUND (CA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana Dunes National Park,Chellberg Farm Picnic Shelters,West Beach Picnic Shelters,Dunewood Campground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inyo National Forest,GULL LAKE CAMPGROUND,OBSIDIAN FLAT,AGNEW MEADOWS GROUP CAMP,PUMICE FLAT GROUP CAMP,GRAYS MEADOWS,LONE PINE,ONION VALLEY,WHITNEY PORTAL,BIG PINE CANYON,BISHOP PARK GROUP,MCGEE CREEK,ROCK CREEK LAKE GROUP CAMP,TABLE MOUNTAIN (INYO),TUFF CAMPGROUND,UPPER SAGE FLAT,JUNE LAKE,OH RIDGE,PINE GLEN,SHERWIN CREEK,BIG PINE CREEK CAMPGROUND,FRENCH CAMP,EAST FORK CALIFORNIA,AGNEW HORSE CAMP,TRAILHEAD GROUP,ASPEN GROUP (INYO),REVERSED CREEK CAMPGROUND,LAKE MARY CAMPGROUND,FOUR JEFFREY,OLD SHADY REST CAMPGROUND,NEW SHADY REST CAMPGROUND,ROCK CREEK LAKE,COLDWATER CAMPGROUND,CONVICT LAKE CAMPGROUND,TWIN LAKES CAMPGROUND,SILVER LAKE CAMPGROUND JUNE LAKE (CA,PALISADES GROUP CAMPGROUND,CEDAR FLAT GROUP CAMPGROUND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J Percy Priest Lake,Anderson Road Day Use,ANDERSON ROAD CAMPGROUND,COOK DAY USE AREA,POOLE KNOBS,SEVEN POINTS (TN),SMITH SPRINGS,JEFFERSON SPRINGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Strom Thurmond Lake,Bussey Point Campground,Leroys Ferry Campground,AMITY RECREATION AREA,BIG HART CAMPGROUND,CLARKS HILL,GILL POINT,HAWE CREEK,LAKE SPRINGS,MODOC,PARKSVILLE,PETERSBURG,RIDGE ROAD,WEST DAM,WINFIELD,BIG HART (DAY-USE SHELTER),BELOW DAM SOUTH CAROLINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamestown Reservoir,Lakeside Campground (ND),PELICAN POINT LANDING AND CAMPGROUND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jennings Randolph Lake,ROBERT W CRAIG,Howell Run Picnic Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"John Day Lock and Dam, Lake Umatilla",LEPAGE PARK,Plymouth Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John H. Kerr Dam and Reservoir,BUFFALO PARK,LONGWOOD PARK,NORTH BEND PARK,RUDDS CREEK REC. AR.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Paul Hammerschmidt Lake,SPRINGHILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Redmond Reservoir,DAM SITE,RIVERSIDE EAST,RIVERSIDE WEST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John W. Flannagan Dam and Reservoir,JOHN W. FLANNAGAN DAY USE,CRANESNEST CAMPGROUND (VA),POUND RIVER CAMPGROUND (VA),LOWER TWIN CAMPGROUND (VA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joshua Tree National Park,Indian Cove Group,SHEEP PASS GROUP,COTTONWOOD GROUP,INDIAN COVE CAMPGROUND,BLACK ROCK CAMPGROUND,BLACK ROCK EQUESTRIAN CAMPGROUND,COTTONWOOD CAMPGROUND (CA),JUMBO ROCKS CAMPGROUND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaibab National Forest,BIG SPRINGS CABIN SITE,HULL CABIN,WHITE HORSE LAKE Campground,DOGTOWN LAKE CAMPGROUND AND GROUP,KAIBAB LAKE SITES AND GROUP AREAS,SPRING VALLEY CABIN BUNKHOUSE,TEN-X CAMPGROUND,JACOB LAKE RECREATION AREA,DEMOTTE,JUMPUP CABIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kanopolis Lake,RIVERSIDE (KS),VENANGO PARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katmai National Park & Preserve,Fure's Cabin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaw Lake,BEAR CREEK COVE,COON CREEK (OK),OSAGE COVE,SARGE CREEK,WASHUNGA BAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaweah Lake,HORSE CREEK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords National Park,Kenai Fjords National Park Cabins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai National Wildlife Refuge,KENAI NATIONAL WILDLIFE REFUGE CABINS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ken's Lake Recreation Area,Kens Lake Group Sites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keystone Lake,Brush Creek Public Use Area,Walnut Creek,WASHINGTON IRVING SOUTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingman Field Office,Burro Creek Campground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kisatchie National Forest,BEAVER DAM CAMPGROUND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Klamath National Forest,HIDDEN HORSE EQUESTRIAN CAMPGROUND,CARTER MEADOWS HORSE GROUP,INDIAN SCOTTY GROUP SITE,SARAH TOTTEN CAMPGROUND,CURLY JACK CAMPGROUND,TREE OF HEAVEN CAMPGROUND,JUANITA LAKE GROUP CAMPSITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Knightville Dam,Knightville Dam,INDIAN HOLLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kodiak National Wildlife Refuge,Kodiak National Wildlife Refuge Cabins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai National Forest,REXFORD BENCH,MCGREGOR LAKE CAMPGROUND,NORTH DICKEY LAKE,MCGUIRE MTN. LOOKOUT RENTAL,WEBB MTN. LOOKOUT RENTAL,MT. WAM LOOKOUT CABIN RENTAL,YAAK MTN. LOOKOUT RENTAL,UPPER FORD CABIN RENTAL,BIG CREEK BALDY. LOOKOUT RENTAL,BULL RIVER GUARD STATION,GARVER MTN. LOOKOUT RENTAL,MT. BALDY-BUCKHORN RIDGE,SEX PEAK. LOOKOUT RENTAL,GEM PEAK LOOKOUT RENTAL,YAAK RIVER DAY USE AREA,SOUTH DICKEY LAKE,McGillivray Campground (Group Site),TIMBERLANE CAMPGROUND,BULL RIVER PAVILION,FAIRVIEW RANGER STATION,MINTON PEAK LOOKOUT,WHITETAIL YURT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Labyrinth Rims | Gemini Bridge,Lone Mesa Group Sites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Labyrinth Rims -Gemini Bridge,Horsethief Group Sites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Berryessa,OAK SHORES DAY USE AREA (CA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Clark National Park & Preserve,Joe Thompson Cabin,Priest Rock Cabin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Cumberland,CUMBERLAND POINT CAMPGROUND,FISHING CREEK CAMPGROUND,KENDALL CAMPGROUND,WAITSBORO CAMPGROUND,FALL CREEK CAMPGROUND,MILL SPRINGS MILL SHELTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake O' The Pines,Overlook Day Use (TX),ALLEY CREEK CAMP,BRUSHY CREEK,BUCKHORN CREEK,JOHNSON CREEK CAMP,LAKESIDE DAY USE,BRUSHY CREEK DAY USE,JOHNSON CREEK DAY USE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Oahe,HAZELTON RECREATION AREA,BEAVER CREEK RECREATION AREA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Okeechobee,ORTONA SOUTH,ST LUCIE SOUTH,W.P. FRANKLIN N,W.P. FRANKLIN SOUTH RECREATION AREA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Pend Oreille,PRIEST RIVER,RILEY CREEK,SPRINGY POINT,ALBENI COVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Red Rock,Ivans,WHITEBREAST CAMP,HOWELL STATION,NORTH OVERLOOK CAMP,WALLASHUCK,SOUTH OVERLOOK (IA),FIFIELD (IA),NORTH OVERLOOK PICNIC SHELTER (IA),WHITEBREAST POINT SHELTER (IA),MINER'S RETREAT ENCLOSED SHELTER (IA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Roosevelt National Recreation Area,KETTLE FALLS CAMPGROUND,FORT SPOKANE,SPRING CANYON,EVANS GROUP CAMP,KETTLE FALLS LOCUST GROVE GROUP SITE,GIFFORD GROUP SITE,HUNTERS GROUP SITE,FORT SPOKANE GROUP SITE,SPRING CANYON GROUP SITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Sacajawea,CHARBONNEAU PK,FISHHOOK PARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Seminole,EASTBANK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Sharpe,LEFT TAILRACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Shelbyville,Dam East Picnic Shelter (Shelbyville),Dam West Overlook Picnic Shelter,Dam West Picnic Shelters (Shelbyville),Forrest W. Bo Wood Picnic Shelter,Lone Point Picnic Shelter,Spillway Picnic Shelters (Shelbyville),Sullivan Beach Picnic Shelter,Lone Point Group Camp,COON CREEK (IL),FORREST W. BO WOOD,LITHIA SPRINGS,LONE POINT,OPOSSUM CREEK,WILBORN CREEK (GROUP CAMP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Sidney Lanier,BALD RIDGE CREEK,BOLDING MILL,DUCKETT MILL,OLD FEDERAL,SAWNEE,VAN PUGH SOUTH CAMPGROUND,WEST BANK PARK SHELTERS (GA),THOMPSON CREEK PARK SHELTER (GA),BOLDING MILL SHELTERS (GA),BUFORD DAM PARK SHELTERS (GA),VAN PUGH NORTH PARK SHELTER (GA),LITTLE HALL SHELTER (GA),LANIER PARK SHELTER (GA),Toto Creek Campground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Sonoma,BOAT-IN SITES (LAKE SONOMA),LIBERTY GLEN (LAKE SONOMA),WARM SPRINGS REC AREA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Tahoe Basin Management Unit,Nevada Beach Campground and Day Use Pavilion,FALLEN LEAF CAMPGROUND,WILLIAM KENT CAMPGROUND,KASPIAN CAMPGROUND,MEEKS BAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Texoma,Damsite Texas,BUNCOMBE CREEK,BURNS RUN EAST,CANEY CREEK,JOHNSON CREEK,JUNIPER POINT,LAKESIDE (OK),PLATTER FLATS,PRESTON BEND,BURNS RUN WEST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Wallula,HOOD PARK,SPILLWAY PARK - CHINOOK SHELTER (OR),WEST PARK (OR),MCNARY BEACH - SOCKEYE SHELTER (OR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lassen National Forest,ALMANOR,EAGLE CAMPGROUND,HAT CREEK,GURNSEY CREEK,CHRISTIE CAMPGROUND,MERRILL CAMPGROUND,WEST EAGLE CAMPGROUND,MCCARTHY POINT LOOKOUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lassen Volcanic National Park,MANZANITA LAKE CAMPING CABINS,BUTTE LAKE STOCK CORRAL,JUNIPER LAKE STOCK CORRAL,SUMMIT LAKE STOCK CORRAL,MANZANITA LAKE GROUP CAMPGROUND,MANZANITA LAKE,SUMMIT LAKE SOUTH,SUMMIT LAKE NORTH,LOST CREEK GROUP,BUTTE LAKE,BUTTE LAKE GROUP,JUNIPER LAKE GROUP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurel River Lake,Laurel River Lake Picnic Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lavon Lake,CLEAR LAKE (TX),EAST FORK (TX),LAVONIA,HACKBERRY PAVILION,LAKELAND PAVILION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lewis and Clark Lake,COTTONWOOD (NE),NEBRASKA TAILWATERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lewisville Lake,HICKORY CREEK,WESTLAKE DAY USE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lincoln National Forest,ASPEN GROUP AREA,BLACK BEAR GROUP AREA,UPPER FIR GROUP AREA,SLIDE GROUP AREA,LOWER FIR GROUP AREA,CEDAR CREEK (Sam Tobias),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little North Santiam River,ELKHORN VALLEY RECREATION SITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
